word,main_word,stem
मेदानाबाहेर ,मेदान,ाबाहेर 
मेदानावर् ,मेदान,ावर् 
मेदानात ,मेदान,ात 
मेदान ,मेदान, 
मेदाने ,मेदान,े 
म्हातारा ,म्हातार,ा 
म्हातारी ,म्हातार,ी 
म्हातारीचा ,म्हातार,ीचा 
म्हातारीच्या ,म्हातार,ीच्या 
म्हातारीला ,म्हातार,ीला 
म्हातारीनं ,म्हातार,ीनं 
म्हाताऱ्या ,म्हातार,़्या 
म्हाताऱ्याचं ,म्हातार,़्याचं 
म्हातारच्ळ ,म्हातार,च्ळ 
म्हातारप्णाने ,म्हातार,प्णाने 
म्हातारप्ण ,म्हातार,प्ण 
म्हातारे ,म्हातार,े 
अब्रम्हण्यम् ,म्हण,्यम् 
ब्राम्हण् ,म्हण,् 
ब्राम्हणांनी ,म्हण,ांनी 
ब्राम्हणी ,म्हण,ी 
ब्राम्हण्कर् ,म्हण,्कर् 
म्हण् ,म्हण,् 
म्हणा ,म्हण,ा 
म्हणाणारे ,म्हण,ाणारे 
म्हणाला ,म्हण,ाला 
म्हणालास ,म्हण,ालास 
म्हणाली ,म्हण,ाली 
म्हणाले ,म्हण,ाले 
म्हणालेही ,म्हण,ालेही 
म्हणालो ,म्हण,ालो 
म्हणाल्या ,म्हण,ाल्या 
म्हणाल्यासारखी ,म्हण,ाल्यासारखी 
म्हणावा ,म्हण,ावा 
म्हणावी ,म्हण,ावी 
म्हणावयास ,म्हण,ावयास 
म्हणावे ,म्हण,ावे 
म्हणातच् ,म्हण,ातच् 
म्हणातो ,म्हण,ातो 
म्हणायाची ,म्हण,ायाची 
म्हणायचा ,म्हण,ायचा 
म्हणायची ,म्हण,ायची 
म्हणायचीही ,म्हण,ायचीही 
म्हणायच्ं ,म्हण,ायच्ं 
म्हणायचे ,म्हण,ायचे 
म्हणायचेही ,म्हण,ायचेही 
म्हणायच्या ,म्हण,ायच्या 
म्हणायला ,म्हण,ायला 
म्हणायलाही ,म्हण,ायलाही 
म्हणींचे ,म्हण,ींचे 
म्हणीप्रमाणे ,म्हण,ीप्रमाणे 
म्हण्णारा ,म्हण,्णारा 
म्हण्णाऱ्या ,म्हण,्णाऱ्या 
म्हण्णाऱ्यांचा ,म्हण,्णाऱ्यांचा 
म्हण्णाऱ्यांनी ,म्हण,्णाऱ्यांनी 
म्हण्णार ,म्हण,्णार 
म्हण्णारे ,म्हण,्णारे 
म्हण्णारेही ,म्हण,्णारेही 
म्हण्णं ,म्हण,्णं 
म्हण्णंही ,म्हण,्णंही 
म्हण्णे ,म्हण,्णे 
म्हण्णेच ,म्हण,्णेच 
म्हण्ण्याचा ,म्हण,्ण्याचा 
म्हण्ण्याची ,म्हण,्ण्याची 
म्हण्ण्याचे ,म्हण,्ण्याचे 
म्हण्ण्याइतक्या ,म्हण,्ण्याइतक्या 
म्हण्ण्याप्रमाणे ,म्हण,्ण्याप्रमाणे 
म्हण्ण्यासाठी ,म्हण,्ण्यासाठी 
म्हण्ण्यात ,म्हण,्ण्यात 
म्हणू ,म्हण,ू 
म्हणून ,म्हण,ून 
म्हणूनच् ,म्हण,ूनच् 
म्हणूनही ,म्हण,ूनही 
म्हणूनल्च ,म्हण,ूनल्च 
म्हणे ,म्हण,े 
म्हणेल ,म्हण,ेल 
म्हणेनात ,म्हण,ेनात 
म्हणेन ,म्हण,ेन 
म्हण्ज ,म्हण,्ज 
म्हण्जे ,म्हण,्जे 
म्हण्जेच ,म्हण,्जेच 
म्हण्जेचच् ,म्हण,्जेचच् 
म्हण्जेत ,म्हण,्जेत 
म्हण्जो ,म्हण,्जो 
म्हण्ला ,म्हण,्ला 
म्हण्लं ,म्हण,्लं 
म्हण्ल्यावर् ,म्हण,्ल्यावर् 
म्हण्न्यावर् ,म्हण,्न्यावर् 
म्हण्वायाचा ,म्हण,्वायाचा 
म्हण्वत् ,म्हण,्वत् 
म्हण्ता ,म्हण,्ता 
म्हण्ताच ,म्हण,्ताच 
म्हण्ताहेत ,म्हण,्ताहेत 
म्हण्ताक्षणी ,म्हण,्ताक्षणी 
म्हण्ताना ,म्हण,्ताना 
म्हण्ताता ,म्हण,्ताता 
म्हण्तात ,म्हण,्तात 
म्हण्तील ,म्हण,्तील 
म्हण्त ,म्हण,्त 
म्हण्तं ,म्हण,्तं 
म्हण्तच् ,म्हण,्तच् 
म्हण्ते ,म्हण,्ते 
म्हण्तेय ,म्हण,्तेय 
म्हण्तो ,म्हण,्तो 
म्हण्तोस ,म्हण,्तोस 
अब्रम्हण्यम् ,म्हण्,यम् 
ब्राम्हण् ,म्हण्, 
ब्राम्हण्कर् ,म्हण्,कर् 
म्हण् ,म्हण्, 
म्हण्णारा ,म्हण्,णारा 
म्हण्णाऱ्या ,म्हण्,णाऱ्या 
म्हण्णाऱ्यांचा ,म्हण्,णाऱ्यांचा 
म्हण्णाऱ्यांनी ,म्हण्,णाऱ्यांनी 
म्हण्णार ,म्हण्,णार 
म्हण्णारे ,म्हण्,णारे 
म्हण्णारेही ,म्हण्,णारेही 
म्हण्णं ,म्हण्,णं 
म्हण्णंही ,म्हण्,णंही 
म्हण्णे ,म्हण्,णे 
म्हण्णेच ,म्हण्,णेच 
म्हण्ण्याचा ,म्हण्,ण्याचा 
म्हण्ण्याची ,म्हण्,ण्याची 
म्हण्ण्याचे ,म्हण्,ण्याचे 
म्हण्ण्याइतक्या ,म्हण्,ण्याइतक्या 
म्हण्ण्याप्रमाणे ,म्हण्,ण्याप्रमाणे 
म्हण्ण्यासाठी ,म्हण्,ण्यासाठी 
म्हण्ण्यात ,म्हण्,ण्यात 
म्हण्ज ,म्हण्,ज 
म्हण्जे ,म्हण्,जे 
म्हण्जेच ,म्हण्,जेच 
म्हण्जेचच् ,म्हण्,जेचच् 
म्हण्जेत ,म्हण्,जेत 
म्हण्जो ,म्हण्,जो 
म्हण्ला ,म्हण्,ला 
म्हण्लं ,म्हण्,लं 
म्हण्ल्यावर् ,म्हण्,ल्यावर् 
म्हण्न्यावर् ,म्हण्,न्यावर् 
म्हण्वायाचा ,म्हण्,वायाचा 
म्हण्वत् ,म्हण्,वत् 
म्हण्ता ,म्हण्,ता 
म्हण्ताच ,म्हण्,ताच 
म्हण्ताहेत ,म्हण्,ताहेत 
म्हण्ताक्षणी ,म्हण्,ताक्षणी 
म्हण्ताना ,म्हण्,ताना 
म्हण्ताता ,म्हण्,ताता 
म्हण्तात ,म्हण्,तात 
म्हण्तील ,म्हण्,तील 
म्हण्त ,म्हण्,त 
म्हण्तं ,म्हण्,तं 
म्हण्तच् ,म्हण्,तच् 
म्हण्ते ,म्हण्,ते 
म्हण्तेय ,म्हण्,तेय 
म्हण्तो ,म्हण्,तो 
म्हण्तोस ,म्हण्,तोस 
म्हण्ता ,म्हण्ता, 
म्हण्ताच ,म्हण्ता,च 
म्हण्ताहेत ,म्हण्ता,हेत 
म्हण्ताक्षणी ,म्हण्ता,क्षणी 
म्हण्ताना ,म्हण्ता,ना 
म्हण्ताता ,म्हण्ता,ता 
म्हण्तात ,म्हण्ता,त 
मिळाल्या ,मिळाल्,या 
मिळाल्याबद्दल्ही ,मिळाल्,याबद्दल्ही 
मिळाल्याचा ,मिळाल्,याचा 
मिळाल्याची ,मिळाल्,याची 
मिळाल्याचे ,मिळाल्,याचे 
मिळाल्यामुळे ,मिळाल्,यामुळे 
मिळाल्यानं ,मिळाल्,यानं 
मिळाल्यानंतर् ,मिळाल्,यानंतर् 
मिळाल्याने ,मिळाल्,याने 
मिळाल्यासारखा ,मिळाल्,यासारखा 
मिळाल्यास ,मिळाल्,यास 
मिळाल्यावर् ,मिळाल्,यावर् 
मिळाल्यावर्ही ,मिळाल्,यावर्ही 
मिळण्ं ,मिळण्,ं 
मिळण्याऐवजी ,मिळण्,याऐवजी 
मिळण्याचा ,मिळण्,याचा 
मिळण्याची ,मिळण्,याची 
मिळण्याचे ,मिळण्,याचे 
मिळण्यासाठी ,मिळण्,यासाठी 
मिळण्यासाठीही ,मिळण्,यासाठीही 
मिळण्यास ,मिळण्,यास 
मिनिटांचा ,मिनिट,ांचा 
मिनिटांचे ,मिनिट,ांचे 
मिनिटांचेच ,मिनिट,ांचेच 
मिनिटांच्या ,मिनिट,ांच्या 
मिनिटांनी ,मिनिट,ांनी 
मिनिटांवर् ,मिनिट,ांवर् 
मिनिटांत ,मिनिट,ांत 
मिनिटांतच् ,मिनिट,ांतच् 
मिनिटातच् ,मिनिट,ातच् 
मिनिट ,मिनिट, 
मिनिटभ्र ,मिनिट,भ्र 
मिनिटं ,मिनिट,ं 
मिनिटे ,मिनिट,े 
मिसळ्लं ,मिसळ्ल,ं 
मिसळ्ले ,मिसळ्ल,े 
मिसळ्लेल्या ,मिसळ्ल,ेल्या 
मोझेसबाबा ,मोझेसबाबा, 
मोझेसबाबांबरोबर् ,मोझेसबाबा,ंबरोबर् 
मोझेसबाबांचा ,मोझेसबाबा,ंचा 
मोझेसबाबांची ,मोझेसबाबा,ंची 
मोझेसबाबांचे ,मोझेसबाबा,ंचे 
मोझेसबाबांच्या ,मोझेसबाबा,ंच्या 
मोझेसबाबांना ,मोझेसबाबा,ंना 
मोझेसबाबांनी ,मोझेसबाबा,ंनी 
मोझेसबाबाही ,मोझेसबाबा,ही 
मोझेसबाबाला ,मोझेसबाबा,ला 
मोडणाऱ्या ,मोडण,ाऱ्या 
मोडणार ,मोडण,ार 
मोडणारे ,मोडण,ारे 
मोडणे ,मोडण,े 
मोडण्याच्यࢀ¾ ,मोडण,्याच्यࢀ¾ 
मोडण्यात ,मोडण,्यात 
मोहक् ,मोहक्, 
मोहक्ता ,मोहक्,ता 
मोहक्तेत ,मोहक्,तेत 
मोटारीची ,मोटार,ीची 
मोटारीचे ,मोटार,ीचे 
मोटारीच्या ,मोटार,ीच्या 
मोटारीसाठी ,मोटार,ीसाठी 
मोटारीतून ,मोटार,ीतून 
मोटार ,मोटार, 
मोटारसायक्ल ,मोटार,सायक्ल 
मोटारसायक्लने ,मोटार,सायक्लने 
मुख्याध्यप्कही ,मुख्याध्यप्क,ही 
उपमुख्याध्यप्क ,मुख्याध्यप्क, 
अच्चुमुलटिओन् ,मुल,टिओन् 
हुशारमुलांची ,मुल,ांची 
मुला ,मुल,ा 
मुलाखत् ,मुल,ाखत् 
मुलाखती ,मुल,ाखती 
मुलाखतीमधून ,मुल,ाखतीमधून 
मुलाखतीतम्ध्ये ,मुल,ाखतीतम्ध्ये 
मुलांशी ,मुल,ांशी 
मुलांबरोबर् ,मुल,ांबरोबर् 
मुलांचा ,मुल,ांचा 
मुलांची ,मुल,ांची 
मुलांचं ,मुल,ांचं 
मुलांचे ,मुल,ांचे 
मुलांच्या ,मुल,ांच्या 
मुलांच्यापुढे ,मुल,ांच्यापुढे 
मुलांकडे ,मुल,ांकडे 
मुलांमध्ले ,मुल,ांमध्ले 
मुलांना ,मुल,ांना 
मुलांनातव्ंडांशी ,मुल,ांनातव्ंडांशी 
मुलांनी ,मुल,ांनी 
मुलांनो ,मुल,ांनो 
मुलांपेकी ,मुल,ांपेकी 
मुलांपेक्षा ,मुल,ांपेक्षा 
मुलांपुढे ,मुल,ांपुढे 
मुलांसाठी ,मुल,ांसाठी 
मुलांस ,मुल,ांस 
मुलांवर् ,मुल,ांवर् 
मुलांत ,मुल,ांत 
मुलाशीच ,मुल,ाशीच 
मुलाबाळांना ,मुल,ाबाळांना 
मुलाबाळांनाही ,मुल,ाबाळांनाही 
मुलाचा ,मुल,ाचा 
मुलाची ,मुल,ाची 
मुलाचं ,मुल,ाचं 
मुलाचे ,मुल,ाचे 
मुलाचेच ,मुल,ाचेच 
मुलाच्या ,मुल,ाच्या 
मुलाहिजा ,मुल,ाहिजा 
मुलाकडे ,मुल,ाकडे 
मुलाला ,मुल,ाला 
मुलालासुद्धा ,मुल,ालासुद्धा 
मुलामध्ये ,मुल,ामध्ये 
मुलामुलींना ,मुल,ा
मुलानी ,मुल,ानी 
मुलाने ,मुल,ाने 
मुलासाठी ,मुल,ासाठी 
मुलासारखा ,मुल,ासारखा 
मुलासारखाच ,मुल,ासारखाच 
मुलासारखे ,मुल,ासारखे 
मुलावरून ,मुल,ावरून 
मुली ,मुल,ी 
मुलींचा ,मुल,ींचा 
मुलींची ,मुल,ींची 
मुलींचे ,मुल,ींचे 
मुलींच्या ,मुल,ींच्या 
मुलींच्यापेक्षाही ,मुल,ींच्यापेक्षाही 
मुलींकडून ,मुल,ींकडून 
मुलींमध्ये ,मुल,ींमध्ये 
मुलींना ,मुल,ींना 
मुलींनी ,मुल,ींनी 
मुलीशी ,मुल,ीशी 
मुलीचा ,मुल,ीचा 
मुलीची ,मुल,ीची 
मुलीच ,मुल,ीच 
मुलीचे ,मुल,ीचे 
मुलीच्या ,मुल,ीच्या 
मुलीकड्च्या ,मुल,ीकड्च्या 
मुलीला ,मुल,ीला 
मुलीलाही ,मुल,ीलाही 
मुलीमुलांवर् ,मुल,ी
मुलीपेक्षा ,मुल,ीपेक्षा 
मुलीसारखी ,मुल,ीसारखी 
मुलीसारख्ं ,मुल,ीसारख्ं 
मुलीसारख्या ,मुल,ीसारख्या 
मुलीवर् ,मुल,ीवर् 
मुलभूत ,मुल,भूत 
मुलखावेगळाच ,मुल,खावेगळाच 
मुलखावेगळी ,मुल,खावेगळी 
मुलखात ,मुल,खात 
मुलखातल्या ,मुल,खातल्या 
मुलं ,मुल,ं 
मुलंबाळं ,मुल,ंबाळं 
मुलगा ,मुल,गा 
मुलगी ,मुल,गी 
मुलगीच ,मुल,गीच 
मुलगीकु ,मुल,गीकु 
मुलगीसुद्धा ,मुल,गीसुद्धा 
मुलगीत ,मुल,गीत 
मुलगे ,मुल,गे 
मुलकी ,मुल,की 
मुले ,मुल,े 
मुलेबाळे ,मुल,ेबाळे 
मुलेही ,मुल,ेही 
मुलेमाणसे ,मुल,ेमाणसे 
मुलिनर् ,मुल,िनर् 
मुल्यांक ,मुल,्यांक 
मुल्याचा ,मुल,्याचा 
त्यामुलेच ,मुल,ेच 
मुलामुलींना ,मुली,ंना 
मुली ,मुली, 
मुलींचा ,मुली,ंचा 
मुलींची ,मुली,ंची 
मुलींचे ,मुली,ंचे 
मुलींच्या ,मुली,ंच्या 
मुलींच्यापेक्षाही ,मुली,ंच्यापेक्षाही 
मुलींकडून ,मुली,ंकडून 
मुलींमध्ये ,मुली,ंमध्ये 
मुलींना ,मुली,ंना 
मुलींनी ,मुली,ंनी 
मुलीशी ,मुली,शी 
मुलीचा ,मुली,चा 
मुलीची ,मुली,ची 
मुलीच ,मुली,च 
मुलीचे ,मुली,चे 
मुलीच्या ,मुली,च्या 
मुलीकड्च्या ,मुली,कड्च्या 
मुलीला ,मुली,ला 
मुलीलाही ,मुली,लाही 
मुलीमुलांवर् ,मुली,मुलांवर् 
मुलीपेक्षा ,मुली,पेक्षा 
मुलीसारखी ,मुली,सारखी 
मुलीसारख्ं ,मुली,सारख्ं 
मुलीसारख्या ,मुली,सारख्या 
मुलीवर् ,मुली,वर् 
मुसल्मानांचे ,मुसल्मान,ांचे 
मुसल्मानांच्याकपा ,मुसल्मान,ांच्याकपा 
मुसल्मानांना ,मुसल्मान,ांना 
मुसल्मानांसाठी ,मुसल्मान,ांसाठी 
मुसल्मानांतला ,मुसल्मान,ांतला 
मुसल्मानासारखी ,मुसल्मान,ासारखी 
मुसल्मानासारखे ,मुसल्मान,ासारखे 
मुसल्मानी ,मुसल्मान,ी 
मुसल्मान ,मुसल्मान, 
मुसल्मानविरोधी ,मुसल्मान,विरोधी 
म्युन्सीपालीटीकडून ,म्युन्सीपालीटी,कडून 
कर्नाटक् ,नाटक,् 
कर्नाटकी ,नाटक,ी 
नाटक् ,नाटक,् 
नाटका ,नाटक,ा 
नाटकांचा ,नाटक,ांचा 
नाटकांची ,नाटक,ांची 
नाटकांचे ,नाटक,ांचे 
नाटकांचेही ,नाटक,ांचेही 
नाटकांच्या ,नाटक,ांच्या 
नाटकांना ,नाटक,ांना 
नाटकांतील ,नाटक,ांतील 
नाटकांतून ,नाटक,ांतून 
नाटकांत ,नाटक,ांत 
नाटकांतली ,नाटक,ांतली 
नाटकाबद्दल् ,नाटक,ाबद्दल् 
नाटकाचा ,नाटक,ाचा 
नाटकाची ,नाटक,ाची 
नाटकाचे ,नाटक,ाचे 
नाटकाच्या ,नाटक,ाच्या 
नाटकाच्यया ,नाटक,ाच्यया 
नाटकाला ,नाटक,ाला 
नाटकामध्ये ,नाटक,ामध्ये 
नाटकामुळे ,नाटक,ामुळे 
नाटकाने ,नाटक,ाने 
नाटकार ,नाटक,ार 
नाटकासाठी ,नाटक,ासाठी 
नाटकासारखा ,नाटक,ासारखा 
नाटकावर् ,नाटक,ावर् 
नाटकाविषयी ,नाटक,ाविषयी 
नाटकातील ,नाटक,ातील 
नाटकात ,नाटक,ात 
नाटकातही ,नाटक,ातही 
नाटकातला ,नाटक,ातला 
नाटकातली ,नाटक,ातली 
नाटकातल्ं ,नाटक,ातल्ं 
नाटकातले ,नाटक,ातले 
नाटकातल्या ,नाटक,ातल्या 
नाटकी ,नाटक,ी 
नाटकीपणा ,नाटक,ीपणा 
नाटकीपणाच ,नाटक,ीपणाच 
नाटक्ं ,नाटक,्ं 
नाटक्च ,नाटक,्च 
नाटके ,नाटक,े 
नाटक्ही ,नाटक,्ही 
नाटक्कार ,नाटक,्कार 
नाटक्कारच् ,नाटक,्कारच् 
नाटक्कंपनीतले ,नाटक,्कंपनीतले 
नाटक्कराने ,नाटक,्कराने 
नाटक्मंडळी ,नाटक,्मंडळी 
नाटक्विषय्क ,नाटक,्विषय्क 
आचारविचारांच्या ,रवि,चारांच्या 
आचारविचार ,रवि,चार 
आहारविषय्क ,रवि,षय्क 
आजारविचांराचा ,रवि,चांराचा 
फिरविते ,रवि,ते 
शस्त्रविद्येचे ,रवि,द्येचे 
ठारविक ,रवि,क 
अरविंद ,रवि,ंद 
अस्त्रविद्येत ,रवि,द्येत 
गुरूरवि ,रवि, 
हिरवि ,रवि, 
नेत्रविकारांच्या ,रवि,कारांच्या 
नेत्रविकार ,रवि,कार 
पस्रविण्यापेक्षाकिंवा ,रवि,ण्यापेक्षाकिंवा 
पस्रविले ,रवि,ले 
पस्रवितात ,रवि,तात 
प्रविष्ट ,रवि,ष्ट 
पुरविणाऱ्या ,रवि,णाऱ्या 
पुरविणे ,रवि,णे 
पुरविण्याच्या ,रवि,ण्याच्या 
पुरविण्यासाठी ,रवि,ण्यासाठी 
पुरविण्यात ,रवि,ण्यात 
पुरविला ,रवि,ला 
पुरविले ,रवि,ले 
पुरविलेल्या ,रवि,लेल्या 
पुरविल्या ,रवि,ल्या 
पुरविता ,रवि,ता 
पुरवितात ,रवि,तात 
पुरविते ,रवि,ते 
राष्ट्रविकास ,रवि,कास 
रवि ,रवि, 
रविचा ,रवि,चा 
रविचे ,रवि,चे 
रविच्या ,रवि,च्या 
रविपासून ,रवि,पासून 
रविप्रधान ,रवि,प्रधान 
रविरेषा ,रवि,रेषा 
रविवारी ,रवि,वारी 
रविवार ,रवि,वार 
रविवारची ,रवि,वारची 
रविवारच्या ,रवि,वारच्या 
वीरविडंबना ,रवि,डंबना 
विचारविनिमय् ,रवि,निमय् 
विचारविनिमयाची ,रवि,निमयाची 
विकारविलसित ,रवि,लसित 
रवींद्रनाथांच्या ,रवींद्रनाथ,ांच्या 
रवींद्रनाथांच्याच ,रवींद्रनाथ,ांच्याच 
रवींद्रनाथांकडूनच् ,रवींद्रनाथ,ांकडूनच् 
रवींद्रनाथांनी ,रवींद्रनाथ,ांनी 
रवींद्रनाथांसाठी ,रवींद्रनाथ,ांसाठी 
रवींद्रनाथांसारखाच ,रवींद्रनाथ,ांसारखाच 
रवींद्रनाथ ,रवींद्रनाथ, 
रत्नागिरीला ,रत्नागिरी,ला 
रत्नागिरीसारख्या ,रत्नागिरी,सारख्या 
रत्नागिरीत ,रत्नागिरी,त 
रेंगाळू ,रेंगाळ,ू 
रेंगाळून ,रेंगाळ,ून 
रेंगाळणेच ,रेंगाळ,णेच 
रेंगाळला ,रेंगाळ,ला 
रेंगाळली ,रेंगाळ,ली 
रेंगाळले ,रेंगाळ,ले 
रेंगाळत् ,रेंगाळ,त् 
रेंगाळे ,रेंगाळ,े 
फ्रोजेच्ट् ,रोज,ेच्ट् 
फ्रोजेच्टिओन् ,रोज,ेच्टिओन् 
बेरोजगार ,रोज,गार 
नायट्रोजन् ,रोज,न् 
प्रोजेच्टिओन् ,रोज,ेच्टिओन् 
रोजी ,रोज,ी 
रोजीनं ,रोज,ीनं 
रोज ,रोज, 
रोजचा ,रोज,चा 
रोजची ,रोज,ची 
रोजच्या ,रोज,च्या 
रोजच्यारोज ,रोज,च्या
रोजगारांच्या ,रोज,गारांच्या 
रोजगाराच्या ,रोज,गाराच्या 
रोजगारामध्ये ,रोज,गारामध्ये 
रोजगारासाठी ,रोज,गारासाठी 
रोजगार ,रोज,गार 
रोज्यारोज ,रोज,्या
सरोजिनी ,रोज,िनी 
स्वय्ंरोजगाराच्या ,रोज,गाराच्या 
स्वय्ंरोजगारासाठी ,रोज,गारासाठी 
स्वय्ंरोजगारात ,रोज,गारात 
स्वय्ंरोजगार ,रोज,गार 
उरोजांमुळे ,रोज,ांमुळे 
उरोज ,रोज, 
दर्रोज ,रोज, 
दर्रोजच् ,रोज,च् 
सांभाळा ,सांभाळ,ा 
सांभाळावी ,सांभाळ,ावी 
सांभाळायची ,सांभाळ,ायची 
सांभाळीत ,सांभाळ,ीत 
सांभाळून ,सांभाळ,ून 
सांभाळ ,सांभाळ, 
सांभाळणाऱ्या ,सांभाळ,णाऱ्या 
सांभाळणे ,सांभाळ,णे 
सांभाळण्याबाबत् ,सांभाळ,ण्याबाबत् 
सांभाळण्याचे ,सांभाळ,ण्याचे 
सांभाळण्याच्या ,सांभाळ,ण्याच्या 
सांभाळता ,सांभाळ,ता 
प्रसांगामधे ,सांग,ामधे 
सांगा ,सांग,ा 
सांगावा ,सांग,ावा 
सांगावं ,सांग,ावं 
सांगावंस ,सांग,ावंस 
सांगावयाचे ,सांग,ावयाचे 
सांगावे ,सांग,ावे 
सांगावेसे ,सांग,ावेसे 
सांगाव्या ,सांग,ाव्या 
सांगायाचं ,सांग,ायाचं 
सांगायचा ,सांग,ायचा 
सांगायची ,सांग,ायची 
सांगायच्ं ,सांग,ायच्ं 
सांगायच्ंय् ,सांग,ायच्ंय् 
सांगायचे ,सांग,ायचे 
सांगायच्या ,सांग,ायच्या 
सांगायला ,सांग,ायला 
सांगायेच ,सांग,ायेच 
सांगीटला ,सांग,ीटला 
सांगीतले ,सांग,ीतले 
सांगू ,सांग,ू 
सांगूण ,सांग,ूण 
सांगून ,सांग,ून 
सांगूनच् ,सांग,ूनच् 
सांगूनच्ं ,सांग,ूनच्ं 
सांगूनही ,सांग,ूनही 
सांग ,सांग, 
सांगणारा ,सांग,णारा 
सांगणारी ,सांग,णारी 
सांगणाऱ्या ,सांग,णाऱ्या 
सांगणार ,सांग,णार 
सांगणारे ,सांग,णारे 
सांगणारेच ,सांग,णारेच 
सांगणे ,सांग,णे 
सांगणेही ,सांग,णेही 
सांगण्या ,सांग,ण्या 
सांगण्याऐवजी ,सांग,ण्याऐवजी 
सांगण्याचा ,सांग,ण्याचा 
सांगण्याची ,सांग,ण्याची 
सांगण्याचीच ,सांग,ण्याचीच 
सांगण्याचं ,सांग,ण्याचं 
सांगण्याचे ,सांग,ण्याचे 
सांगण्याइतके ,सांग,ण्याइतके 
सांगण्याने ,सांग,ण्याने 
सांगण्यानुसार ,सांग,ण्यानुसार 
सांगण्यापूर्वी ,सांग,ण्यापूर्वी 
सांगण्यासाठी ,सांग,ण्यासाठी 
सांगण्यासारखा ,सांग,ण्यासारखा 
सांगण्यासारखे ,सांग,ण्यासारखे 
सांगण्यास ,सांग,ण्यास 
सांगण्यावरून ,सांग,ण्यावरून 
सांगण्यात ,सांग,ण्यात 
सांगशील ,सांग,शील 
सांगड् ,सांग,ड् 
सांगली ,सांग,ली 
सांगलीच्या ,सांग,लीच्या 
सांगलीला ,सांग,लीला 
सांगत् ,सांग,त् 
सांगता ,सांग,ता 
सांगताच ,सांग,ताच 
सांगताहेत ,सांग,ताहेत 
सांगताना ,सांग,ताना 
सांगतानादेखील ,सांग,तानादेखील 
सांगतात ,सांग,तात 
सांगतील ,सांग,तील 
सांगते ,सांग,ते 
सांगतो ,सांग,तो 
सांगतोय ,सांग,तोय 
सांगे ,सांग,े 
सांगेल ,सांग,ेल 
सांगेना ,सांग,ेना 
सांगेन ,सांग,ेन 
सांगेपर्यंत ,सांग,ेपर्यंत 
सांगि ,सांग,ि 
सांगितला ,सांग,ितला 
सांगितलाय ,सांग,ितलाय 
सांगितली ,सांग,ितली 
सांगितलीत ,सांग,ितलीत 
सांगितल्ं ,सांग,ितल्ं 
सांगितल्ंय ,सांग,ितल्ंय 
सांगितले ,सांग,ितले 
सांगितलेला ,सांग,ितलेला 
सांगितलेली ,सांग,ितलेली 
सांगितलेलं ,सांग,ितलेलं 
सांगितलेले ,सांग,ितलेले 
सांगितलेल्या ,सांग,ितलेल्या 
सांगितलेत ,सांग,ितलेत 
सांगितलो ,सांग,ितलो 
सांगितल्या ,सांग,ितल्या 
सांगितल्याखेरीज ,सांग,ितल्याखेरीज 
सांगितल्यानंतर् ,सांग,ितल्यानंतर् 
सांगितल्याप्रमाणे ,सांग,ितल्याप्रमाणे 
सांगितल्यावाचून ,सांग,ितल्यावाचून 
सांगितल्यावर् ,सांग,ितल्यावर् 
यथासांग ,सांग, 
प्रसांगामधे ,सांग,ामधे 
सांगा ,सांग,ा 
सांगावा ,सांग,ावा 
सांगावं ,सांग,ावं 
सांगावंस ,सांग,ावंस 
सांगावयाचे ,सांग,ावयाचे 
सांगावे ,सांग,ावे 
सांगावेसे ,सांग,ावेसे 
सांगाव्या ,सांग,ाव्या 
सांगायाचं ,सांग,ायाचं 
सांगायचा ,सांग,ायचा 
सांगायची ,सांग,ायची 
सांगायच्ं ,सांग,ायच्ं 
सांगायच्ंय् ,सांग,ायच्ंय् 
सांगायचे ,सांग,ायचे 
सांगायच्या ,सांग,ायच्या 
सांगायला ,सांग,ायला 
सांगायेच ,सांग,ायेच 
सांगीटला ,सांग,ीटला 
सांगीतले ,सांग,ीतले 
सांगू ,सांग,ू 
सांगूण ,सांग,ूण 
सांगून ,सांग,ून 
सांगूनच् ,सांग,ूनच् 
सांगूनच्ं ,सांग,ूनच्ं 
सांगूनही ,सांग,ूनही 
सांग ,सांग, 
सांगणारा ,सांग,णारा 
सांगणारी ,सांग,णारी 
सांगणाऱ्या ,सांग,णाऱ्या 
सांगणार ,सांग,णार 
सांगणारे ,सांग,णारे 
सांगणारेच ,सांग,णारेच 
सांगणे ,सांग,णे 
सांगणेही ,सांग,णेही 
सांगण्या ,सांग,ण्या 
सांगण्याऐवजी ,सांग,ण्याऐवजी 
सांगण्याचा ,सांग,ण्याचा 
सांगण्याची ,सांग,ण्याची 
सांगण्याचीच ,सांग,ण्याचीच 
सांगण्याचं ,सांग,ण्याचं 
सांगण्याचे ,सांग,ण्याचे 
सांगण्याइतके ,सांग,ण्याइतके 
सांगण्याने ,सांग,ण्याने 
सांगण्यानुसार ,सांग,ण्यानुसार 
सांगण्यापूर्वी ,सांग,ण्यापूर्वी 
सांगण्यासाठी ,सांग,ण्यासाठी 
सांगण्यासारखा ,सांग,ण्यासारखा 
सांगण्यासारखे ,सांग,ण्यासारखे 
सांगण्यास ,सांग,ण्यास 
सांगण्यावरून ,सांग,ण्यावरून 
सांगण्यात ,सांग,ण्यात 
सांगशील ,सांग,शील 
सांगड् ,सांग,ड् 
सांगली ,सांग,ली 
सांगलीच्या ,सांग,लीच्या 
